BioSample	BioSampleModel	Experiment	Library_Name	MBases	MBytes	Microbiota	Run	SRA_Sample	Sample_Name	Treatment	collection_date	host_genotype	replicate	Assay_Type	AvgSpotLen	BioProject	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon
SAMN07731659	MIMS.me	SRX3239843	156L04	60	45	SPF-3	SRR6126991	SRS2563114	Mouse gut 16S rRNA_V4 156L04	none	06-Apr-2014	C57BL/6N	biological replicate 89	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731652	MIMS.me	SRX3239844	153L04	17	13	SPF-3	SRR6126990	SRS2563115	Mouse gut 16S rRNA_V4 153L04	none	06-Apr-2014	C57BL/6N	biological replicate 82	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731653	MIMS.me	SRX3239847	153L19	15	11	SPF-6	SRR6126987	SRS2563117	Mouse gut 16S rRNA_V4 153L19	none	08-Feb-2016	C57BL/6N	biological replicate 83	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731654	MIMS.me	SRX3239846	154L04	12	9	SPF-3	SRR6126988	SRS2563118	Mouse gut 16S rRNA_V4 154L04	none	06-Apr-2014	C57BL/6N	biological replicate 84	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731656	MIMS.me	SRX3239848	155L04	82	61	SPF-3	SRR6126986	SRS2563119	Mouse gut 16S rRNA_V4 155L04	none	06-Apr-2014	C57BL/6N	biological replicate 86	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731655	MIMS.me	SRX3239849	154L19	13	10	SPF-6	SRR6126985	SRS2563121	Mouse gut 16S rRNA_V4 154L19	none	08-Feb-2016	C57BL/6N	biological replicate 85	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731657	MIMS.me	SRX3239851	155L19	14	10	SPF-6	SRR6126983	SRS2563122	Mouse gut 16S rRNA_V4 155L19	none	08-Feb-2016	C57BL/6N	biological replicate 87	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731667	MIMS.me	SRX3239852	159L19	12	9	SPF-6	SRR6126982	SRS2563123	Mouse gut 16S rRNA_V4 159L19	none	08-Feb-2016	C57BL/6N	biological replicate 97	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731668	MIMS.me	SRX3239853	15L26	8	5	SPF-1	SRR6126981	SRS2563124	Mouse gut 16S rRNA_V4 15L26	none	24-Oct-2016	muMT	biological replicate 98	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731832	MIMS.me	SRX3239857	32L15	11	8	SPF-1	SRR6126977	SRS2563128	Mouse gut 16S rRNA_V4 32L15	none	05-Jun-2016	C57BL/6N	biological replicate 262	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731837	MIMS.me	SRX3239858	332L13	17	12	SPF-1	SRR6126976	SRS2563129	Mouse gut 16S rRNA_V4 332L13	none	13-Apr-2015	CD4	biological replicate 267	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731835	MIMS.me	SRX3239860	331L13	18	13	SPF-1	SRR6126974	SRS2563130	Mouse gut 16S rRNA_V4 331L13	none	13-Apr-2015	C57BL/6N	biological replicate 265	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731916	MIMS.me	SRX3239862	370L07	0	0	SPF-1	SRR6126972	SRS2563133	Mouse gut 16S rRNA_V4 370L07	none	06-Aug-2014	Tcrbd	biological replicate 346	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731839	MIMS.me	SRX3239864	333L13	17	13	SPF-1	SRR6126970	SRS2563135	Mouse gut 16S rRNA_V4 333L13	none	13-Apr-2015	CD4	biological replicate 269	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731913	MIMS.me	SRX3239869	369L07	20	14	SPF-1	SRR6126965	SRS2563139	Mouse gut 16S rRNA_V4 369L07	none	06-Aug-2014	Tcrbd	biological replicate 343	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731914	MIMS.me	SRX3239868	36L15	19	14	SPF-1	SRR6126966	SRS2563140	Mouse gut 16S rRNA_V4 36L15	none	05-Jun-2016	CD8	biological replicate 344	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731854	MIMS.me	SRX3239871	342L06	15	11	SPF-1	SRR6126963	SRS2563142	Mouse gut 16S rRNA_V4 342L06	none	03-Jul-2014	C57BL/6N	biological replicate 284	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731893	MIMS.me	SRX3239873	361L06	12	9	SPF-1	SRR6126961	SRS2563144	Mouse gut 16S rRNA_V4 361L06	none	03-Jul-2014	C57BL/6N	biological replicate 323	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732031	MIMS.me	SRX3239874	99L26	7	4	SPF-1	SRR6126960	SRS2563145	Mouse gut 16S rRNA_V4 99L26	none	24-Oct-2016	CD4	biological replicate 461	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732032	MIGS/MIMS/MIMARKS.host-associated	SRX3239875	9L15	15	11	SPF-1	SRR6126959	SRS2563146	Mouse gut 16S rRNA_V4 9L15	none	05-Jun-2016	C57BL/6N	biological replicate 462	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732033	MIMS.me	SRX3239876	9L26	8	5	SPF-1	SRR6126958	SRS2563147	Mouse gut 16S rRNA_V4 9L26	none	24-Oct-2016	Rag2	biological replicate 463	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731969	MIMS.me	SRX3239877	50L26	7	5	SPF-1	SRR6126957	SRS2563148	Mouse gut 16S rRNA_V4 50L26	none	24-Oct-2016	C57BL/6N	biological replicate 399	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731970	MIMS.me	SRX3239878	518L26	4	2	cSPF-2	SRR6126956	SRS2563149	Mouse gut 16S rRNA_V4 518L26	DSS	24-Oct-2016	C57BL/6N	biological replicate 400	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731967	MIGS/MIMS/MIMARKS.host-associated	SRX3239883	4L26	8	5	SPF-1	SRR6126951	SRS2563154	Mouse gut 16S rRNA_V4 4L26	none	24-Oct-2016	C57BL/6N	biological replicate 397	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731965	MIMS.me	SRX3239885	49L26	4	2	SPF-1	SRR6126949	SRS2563156	Mouse gut 16S rRNA_V4 49L26	none	24-Oct-2016	C57BL/6N	biological replicate 395	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731966	MIMS.me	SRX3239886	4L15	27	20	SPF-1	SRR6126948	SRS2563157	Mouse gut 16S rRNA_V4 4L15	none	05-Jun-2016	CD8	biological replicate 396	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731736	MIGS/MIMS/MIMARKS.host-associated	SRX3239887	21L26	7	5	cSPF-2	SRR6126947	SRS2563158	Mouse gut 16S rRNA_V4 21L26	none	24-Oct-2016	C57BL/6N	biological replicate 166	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731737	MIMS.me	SRX3239890	220L08	28	20	SPF-4	SRR6126944	SRS2563160	Mouse gut 16S rRNA_V4 220L08	none	21-Apr-2014	C57BL/6N	biological replicate 167	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731738	MIMS.me	SRX3239889	221L08	36	26	SPF-4	SRR6126945	SRS2563161	Mouse gut 16S rRNA_V4 221L08	none	21-Apr-2014	C57BL/6N	biological replicate 168	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731732	MIGS/MIMS/MIMARKS.host-associated	SRX3239891	217L11	9	6	SPF-5	SRR6126943	SRS2563162	Mouse gut 16S rRNA_V4 217L11	none	30-Jan-2015	C57BL/6N	biological replicate 162	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731731	MIMS.me	SRX3239892	217L08	18	13	SPF-4	SRR6126942	SRS2563163	Mouse gut 16S rRNA_V4 217L08	none	21-Apr-2014	C57BL/6N	biological replicate 161	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731734	MIMS.me	SRX3239893	219L08	29	21	SPF-4	SRR6126941	SRS2563164	Mouse gut 16S rRNA_V4 219L08	none	21-Apr-2014	C57BL/6N	biological replicate 164	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731733	MIMS.me	SRX3239894	218L08	25	19	SPF-4	SRR6126940	SRS2563165	Mouse gut 16S rRNA_V4 218L08	none	21-Apr-2014	C57BL/6N	biological replicate 163	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731740	MIGS/MIMS/MIMARKS.host-associated	SRX3239895	223L08	26	19	SPF-4	SRR6126939	SRS2563166	Mouse gut 16S rRNA_V4 223L08	none	21-Apr-2014	C57BL/6N	biological replicate 170	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731739	MIMS.me	SRX3239896	222L08	32	23	SPF-4	SRR6126938	SRS2563167	Mouse gut 16S rRNA_V4 222L08	none	21-Apr-2014	C57BL/6N	biological replicate 169	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731640	MIMS.me	SRX3239897	149L04	21	15	SPF-2	SRR6126937	SRS2563168	Mouse gut 16S rRNA_V4 149L04	none	06-Apr-2014	C57BL/6N	biological replicate 70	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731634	MIMS.me	SRX3239899	147L04	18	13	SPF-2	SRR6126935	SRS2563170	Mouse gut 16S rRNA_V4 147L04	none	06-Apr-2014	C57BL/6N	biological replicate 64	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731633	MIGS/MIMS/MIMARKS.host-associated	SRX3239900	146L19	11	8	SPF-1	SRR6126934	SRS2563171	Mouse gut 16S rRNA_V4 146L19	none	08-Feb-2016	C57BL/6N	biological replicate 63	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731632	MIMS.me	SRX3239901	145L19	25	19	SPF-1	SRR6126933	SRS2563172	Mouse gut 16S rRNA_V4 145L19	none	08-Feb-2016	C57BL/6N	biological replicate 62	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731631	MIMS.me	SRX3239902	145L04	21	15	SPF-2	SRR6126932	SRS2563173	Mouse gut 16S rRNA_V4 145L04	none	06-Apr-2014	C57BL/6N	biological replicate 61	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731638	MIMS.me	SRX3239903	148L19	11	9	SPF-1	SRR6126931	SRS2563174	Mouse gut 16S rRNA_V4 148L19	none	08-Feb-2016	C57BL/6N	biological replicate 68	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731637	MIGS/MIMS/MIMARKS.host-associated	SRX3239904	148L04	50	37	SPF-2	SRR6126930	SRS2563175	Mouse gut 16S rRNA_V4 148L04	none	06-Apr-2014	C57BL/6N	biological replicate 67	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731635	MIMS.me	SRX3239906	147L19	9	7	SPF-1	SRR6126928	SRS2563177	Mouse gut 16S rRNA_V4 147L19	none	08-Feb-2016	C57BL/6N	biological replicate 65	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731872	MIMS.me	SRX3239907	352L13	20	15	SPF-1	SRR6126927	SRS2563178	Mouse gut 16S rRNA_V4 352L13	none	13-Apr-2015	CD4	biological replicate 302	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731873	MIMS.me	SRX3239910	353L06	12	8	SPF-1	SRR6126924	SRS2563181	Mouse gut 16S rRNA_V4 353L06	none	03-Jul-2014	muMT	biological replicate 303	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731876	MIMS.me	SRX3239911	354L06	16	12	SPF-1	SRR6127386	SRS2563182	Mouse gut 16S rRNA_V4 354L06	none	03-Jul-2014	muMT	biological replicate 306	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731875	MIGS/MIMS/MIMARKS.host-associated	SRX3239912	353L13	17	12	SPF-1	SRR6127385	SRS2563183	Mouse gut 16S rRNA_V4 353L13	none	13-Apr-2015	CD4	biological replicate 305	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731878	MIMS.me	SRX3239913	354L13	18	13	SPF-1	SRR6127384	SRS2563184	Mouse gut 16S rRNA_V4 354L13	none	13-Apr-2015	CD4	biological replicate 308	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731879	MIGS/MIMS/MIMARKS.host-associated	SRX3239916	355L06	15	11	SPF-1	SRR6127381	SRS2563187	Mouse gut 16S rRNA_V4 355L06	none	03-Jul-2014	muMT	biological replicate 309	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732008	MIMS.me	SRX3239917	7L15	10	7	SPF-1	SRR6127380	SRS2563188	Mouse gut 16S rRNA_V4 7L15	none	05-Jun-2016	CD8	biological replicate 438	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732006	MIMS.me	SRX3239919	78L26	5	3	SPF-2	SRR6127378	SRS2563190	Mouse gut 16S rRNA_V4 78L26	none	24-Oct-2016	C57BL/6N	biological replicate 436	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732005	MIGS/MIMS/MIMARKS.host-associated	SRX3239920	77L26	8	5	SPF-2	SRR6127377	SRS2563191	Mouse gut 16S rRNA_V4 77L26	none	24-Oct-2016	C57BL/6N	biological replicate 435	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732004	MIMS.me	SRX3239921	76L26	9	5	cSPF-2	SRR6127376	SRS2563192	Mouse gut 16S rRNA_V4 76L26	none	24-Oct-2016	C57BL/6N	biological replicate 434	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732003	MIMS.me	SRX3239922	75L26	6	4	cSPF-2	SRR6127375	SRS2563193	Mouse gut 16S rRNA_V4 75L26	none	24-Oct-2016	C57BL/6N	biological replicate 433	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732002	MIMS.me	SRX3239923	74L26	11	7	cSPF-2	SRR6127374	SRS2563194	Mouse gut 16S rRNA_V4 74L26	none	24-Oct-2016	C57BL/6N	biological replicate 432	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732001	MIGS/MIMS/MIMARKS.host-associated	SRX3239924	73L26	5	3	cSPF-2	SRR6127373	SRS2563195	Mouse gut 16S rRNA_V4 73L26	none	24-Oct-2016	C57BL/6N	biological replicate 431	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07732009	MIMS.me	SRX3239926	7L26	9	5	SPF-1	SRR6127371	SRS2563197	Mouse gut 16S rRNA_V4 7L26	none	24-Oct-2016	C57BL/6N	biological replicate 439	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731810	MIMS.me	SRX3239927	315L08	24	18	SPF-1	SRR6127370	SRS2563198	Mouse gut 16S rRNA_V4 315L08	none	21-Apr-2014	C57BL/6N	biological replicate 240	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731805	MIGS/MIMS/MIMARKS.host-associated	SRX3239930	311L13	11	8	SPF-1	SRR6127367	SRS2563201	Mouse gut 16S rRNA_V4 311L13	none	13-Apr-2015	OT2	biological replicate 235	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731808	MIMS.me	SRX3239931	314L08	10	7	SPF-1	SRR6127366	SRS2563202	Mouse gut 16S rRNA_V4 314L08	none	21-Apr-2014	C57BL/6N	biological replicate 238	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731807	MIMS.me	SRX3239932	313L08	29	21	SPF-1	SRR6127365	SRS2563203	Mouse gut 16S rRNA_V4 313L08	none	21-Apr-2014	C57BL/6N	biological replicate 237	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
SAMN07731802	MIGS/MIMS/MIMARKS.host-associated	SRX3239933	30L26	8	5	cSPF-2	SRR6127364	SRS2563204	Mouse gut 16S rRNA_V4 30L26	none	24-Oct-2016	Rag2	biological replicate 232	AMPLICON	502	PRJNA407363	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	2017-10-02	feces metagenome	ILLUMINA	2017-10-02	SRP119278	not applicable	not applicable	feces	Germany:Braunschweig	Mus musculus	not applicable
